,time,induksi
0,2024-07-23 17:37:41.212156+00:00,0.07138627
1,2024-07-23 17:37:41.212176+00:00,-0.0430455
2,2024-07-23 17:37:41.212196+00:00,0.1035702
3,2024-07-23 17:37:41.212216+00:00,-0.01541283
4,2024-07-23 17:37:41.212236+00:00,-0.01248701
5,2024-07-23 17:37:41.212256+00:00,-0.08855813
6,2024-07-23 17:37:41.212276+00:00,-0.2182691
7,2024-07-23 17:37:41.212296+00:00,0.06260883
8,2024-07-23 17:37:41.212316+00:00,0.008318762
9,2024-07-23 17:37:41.212336+00:00,0.06195865
10,2024-07-23 17:37:41.212356+00:00,-0.1122897
11,2024-07-23 17:37:41.212376+00:00,-0.135046
12,2024-07-23 17:37:41.212396+00:00,0.08536515
13,2024-07-23 17:37:41.212416+00:00,-0.1756823
14,2024-07-23 17:37:41.212436+00:00,0.06943573
15,2024-07-23 17:37:41.212456+00:00,-0.1971383
16,2024-07-23 17:37:41.212476+00:00,-0.07522943
17,2024-07-23 17:37:41.212496+00:00,-0.09701048
18,2024-07-23 17:37:41.212516+00:00,-0.1857601
19,2024-07-23 17:37:41.212536+00:00,0.1845177
20,2024-07-23 17:37:41.212556+00:00,-0.1724314
21,2024-07-23 17:37:41.212576+00:00,0.2069489
22,2024-07-23 17:37:41.212596+00:00,-0.1337457
23,2024-07-23 17:37:41.212616+00:00,-0.3616339
24,2024-07-23 17:37:41.212636+00:00,0.01287003
25,2024-07-23 17:37:41.212656+00:00,-1.232551
26,2024-07-23 17:37:41.212676+00:00,0.3542148
27,2024-07-23 17:37:41.212696+00:00,-3.005268
28,2024-07-23 17:37:41.212716+00:00,-4.25459
29,2024-07-23 17:37:41.212736+00:00,-7.698921
30,2024-07-23 17:37:41.212756+00:00,-10.64716
31,2024-07-23 17:37:41.212776+00:00,1.098997
32,2024-07-23 17:37:41.212796+00:00,-4.619341
33,2024-07-23 17:37:41.212816+00:00,3.011828
34,2024-07-23 17:37:41.212836+00:00,0.574626
35,2024-07-23 17:37:41.212856+00:00,-3.845951
36,2024-07-23 17:37:41.212876+00:00,3.84991
37,2024-07-23 17:37:41.212896+00:00,-10.43618
38,2024-07-23 17:37:41.212916+00:00,-0.7192332
39,2024-07-23 17:37:41.212936+00:00,-5.647927
40,2024-07-23 17:37:41.212956+00:00,0.2059736
41,2024-07-23 17:37:41.212976+00:00,-5.842656
42,2024-07-23 17:37:41.212996+00:00,0.4533673
43,2024-07-23 17:37:41.213016+00:00,-0.8099334
44,2024-07-23 17:37:41.213036+00:00,-3.709738
45,2024-07-23 17:37:41.213056+00:00,-2.017644
46,2024-07-23 17:37:41.213076+00:00,1.67018
47,2024-07-23 17:37:41.213096+00:00,-8.965798
48,2024-07-23 17:37:41.213116+00:00,-0.1935623
49,2024-07-23 17:37:41.213136+00:00,-5.362497
50,2024-07-23 17:37:41.213156+00:00,1.723495
51,2024-07-23 17:37:41.213176+00:00,-8.740835
52,2024-07-23 17:37:41.213196+00:00,-1.352509
53,2024-07-23 17:37:41.213216+00:00,-5.89597
54,2024-07-23 17:37:41.213236+00:00,-7.346848
55,2024-07-23 17:37:41.213256+00:00,-0.5644903
56,2024-07-23 17:37:41.213276+00:00,-7.224289
57,2024-07-23 17:37:41.213296+00:00,-2.373943
58,2024-07-23 17:37:41.213316+00:00,-7.966145
59,2024-07-23 17:37:41.213336+00:00,1.003095
60,2024-07-23 17:37:41.213356+00:00,-2.186691
61,2024-07-23 17:37:41.213376+00:00,-5.281225
62,2024-07-23 17:37:41.213396+00:00,0.4982298
63,2024-07-23 17:37:41.213416+00:00,-4.456471
64,2024-07-23 17:37:41.213436+00:00,-3.309552
65,2024-07-23 17:37:41.213456+00:00,-0.6876995
66,2024-07-23 17:37:41.213476+00:00,1.793389
67,2024-07-23 17:37:41.213496+00:00,-4.453545
68,2024-07-23 17:37:41.213516+00:00,-1.118119
69,2024-07-23 17:37:41.213536+00:00,2.305732
70,2024-07-23 17:37:41.213556+00:00,-0.1363464
71,2024-07-23 17:37:41.213576+00:00,-0.6236567
72,2024-07-23 17:37:41.213596+00:00,-4.925251
73,2024-07-23 17:37:41.213616+00:00,0.5534951
74,2024-07-23 17:37:41.213636+00:00,1.137032
75,2024-07-23 17:37:41.213656+00:00,2.410086
76,2024-07-23 17:37:41.213676+00:00,2.835629
77,2024-07-23 17:37:41.213696+00:00,-0.7917283
78,2024-07-23 17:37:41.213716+00:00,-1.685727
79,2024-07-23 17:37:41.213736+00:00,-4.549121
80,2024-07-23 17:37:41.213756+00:00,0.3282076
81,2024-07-23 17:37:41.213776+00:00,-2.935699
82,2024-07-23 17:37:41.213796+00:00,-5.722697
83,2024-07-23 17:37:41.213816+00:00,-2.989338
84,2024-07-23 17:37:41.213836+00:00,-0.430228
85,2024-07-23 17:37:41.213856+00:00,3.029057
86,2024-07-23 17:37:41.213876+00:00,-1.641514
87,2024-07-23 17:37:41.213896+00:00,0.9257235
88,2024-07-23 17:37:41.213916+00:00,1.856457
89,2024-07-23 17:37:41.213936+00:00,-0.693226
90,2024-07-23 17:37:41.213956+00:00,-0.8632482
91,2024-07-23 17:37:41.213976+00:00,0.2017475
92,2024-07-23 17:37:41.213996+00:00,2.233562
93,2024-07-23 17:37:41.214016+00:00,-4.806918
94,2024-07-23 17:37:41.214036+00:00,-1.883381
95,2024-07-23 17:37:41.214056+00:00,1.058035
96,2024-07-23 17:37:41.214076+00:00,4.421419
97,2024-07-23 17:37:41.214096+00:00,1.961136
98,2024-07-23 17:37:41.214116+00:00,-3.784184
99,2024-07-23 17:37:41.214136+00:00,1.418235
100,2024-07-23 17:37:41.214156+00:00,2.37205
101,2024-07-23 17:37:41.214176+00:00,1.339238
102,2024-07-23 17:37:41.214196+00:00,-3.652848
103,2024-07-23 17:37:41.214216+00:00,-3.278019
104,2024-07-23 17:37:41.214236+00:00,0.772931
105,2024-07-23 17:37:41.214256+00:00,0.03952743
106,2024-07-23 17:37:41.214276+00:00,-0.4081219
107,2024-07-23 17:37:41.214296+00:00,-2.745196
108,2024-07-23 17:37:41.214316+00:00,0.6786549
109,2024-07-23 17:37:41.214336+00:00,0.1318531
110,2024-07-23 17:37:41.214356+00:00,0.2173518
111,2024-07-23 17:37:41.214376+00:00,0.4969294
112,2024-07-23 17:37:41.214396+00:00,-1.130147
113,2024-07-23 17:37:41.214416+00:00,1.76023
114,2024-07-23 17:37:41.214436+00:00,-1.731889
115,2024-07-23 17:37:41.214456+00:00,-0.2920646
116,2024-07-23 17:37:41.214476+00:00,1.006021
117,2024-07-23 17:37:41.214496+00:00,2.128882
118,2024-07-23 17:37:41.214516+00:00,0.008968943
119,2024-07-23 17:37:41.214536+00:00,-4.206151
120,2024-07-23 17:37:41.214556+00:00,-1.378841
121,2024-07-23 17:37:41.214576+00:00,1.278121
122,2024-07-23 17:37:41.214596+00:00,3.1825
123,2024-07-23 17:37:41.214616+00:00,-0.8551209
124,2024-07-23 17:37:41.214636+00:00,-3.451942
125,2024-07-23 17:37:41.214656+00:00,-1.91264
126,2024-07-23 17:37:41.214676+00:00,-0.2309477
127,2024-07-23 17:37:41.214696+00:00,2.505012
128,2024-07-23 17:37:41.214716+00:00,-0.7923785
129,2024-07-23 17:37:41.214736+00:00,-2.163284
130,2024-07-23 17:37:41.214756+00:00,-2.168811
131,2024-07-23 17:37:41.214776+00:00,-0.07425416
132,2024-07-23 17:37:41.214796+00:00,2.101575
133,2024-07-23 17:37:41.214816+00:00,0.3889994
134,2024-07-23 17:37:41.214836+00:00,-0.5436845
135,2024-07-23 17:37:41.214856+00:00,-2.009842
136,2024-07-23 17:37:41.214876+00:00,-0.4968715
137,2024-07-23 17:37:41.214896+00:00,-0.9035594
138,2024-07-23 17:37:41.214916+00:00,0.8587549
139,2024-07-23 17:37:41.214936+00:00,2.760533
140,2024-07-23 17:37:41.214956+00:00,0.8746843
141,2024-07-23 17:37:41.214976+00:00,-0.2319229
142,2024-07-23 17:37:41.214996+00:00,-3.786135
143,2024-07-23 17:37:41.215016+00:00,-3.037452
144,2024-07-23 17:37:41.215036+00:00,-1.315124
145,2024-07-23 17:37:41.215056+00:00,2.336615
146,2024-07-23 17:37:41.215076+00:00,4.871994
